Date,Tournament,Rd,Rival,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%,W_or_L
2019,Rio de Janeiro,Q1,Bellucci,1.17,1.22,66.9,3.6,6.5%,58.7%,4.7%,69.8%,32.0%,43.5%,W
2019,Buenos Aires,Q1,Dutra Silva,1.03,0.83,57.7,8.8,11.8%,60.8%,0.0%,54.3%,28.9%,39.5%,L
2019,Cordoba,Q1,Coria,0.81,0.75,60.2,3.3,3.1%,68.8%,0.0%,51.7%,45.0%,28.2%,L
2019,Koblenz CH,R16,Griekspoor,0.95,0.66,42.5,4.6,11.1%,50.0%,6.1%,69.7%,28.6%,28.1%,L
2019,Koblenz CH,R32,Brancaccio,1.04,1.24,68.7,2.5,4.4%,71.1%,4.5%,63.6%,42.3%,34.7%,W
2019,Playford CH,QF,Dutra Silva,0.7,0.55,39.1,2.0,9.7%,67.7%,0.0%,56.7%,33.3%,25.9%,L
2019,Playford CH,R16,Laaksonen,1.18,1.48,52.4,2.4,8.6%,65.7%,3.1%,75.0%,37.9%,37.0%,W
2019,Playford CH,R32,De Greef,0.92,2.76,33.9,2.0,14.3%,81.0%,10.0%,85.0%,53.1%,50.0%,W
2018,Las Vegas CH,SF,Kokkinakis,1.04,0.56,41.7,2.3,0.0%,47.4%,5.6%,52.8%,12.0%,43.5%,L
2018,Las Vegas CH,QF,Majchrzak,1.13,1.71,54.3,2.5,2.8%,80.6%,6.7%,70.0%,28.6%,45.0%,W
2018,Las Vegas CH,R16,King,0.89,1.86,44.0,2.0,20.0%,80.0%,25.0%,70.0%,51.9%,50.0%,W
2018,Las Vegas CH,R32,Krueger,1.12,1.36,54.9,2.8,7.5%,67.5%,5.4%,73.0%,28.6%,44.7%,W
2018,Calgary CH,SF,Thompson,1.21,0.82,81.4,4.6,17.5%,68.4%,7.5%,54.7%,26.0%,26.1%,L
2018,Calgary CH,QF,Schnur,1.34,1.11,72.5,6.9,13.1%,65.6%,8.5%,57.6%,34.1%,28.9%,W
2018,Calgary CH,R16,Choinski,1.31,2.22,31.3,2.1,14.3%,75.0%,4.2%,70.8%,37.9%,53.8%,W
2018,Calgary CH,R32,Gonzalez,1.07,1.17,83.3,8.3,11.5%,75.0%,4.5%,59.1%,36.8%,33.9%,W
2018,Fairfield CH,SF,Fratangelo,0.83,0.4,30.1,2.3,4.0%,52.0%,4.0%,44.0%,12.5%,40.0%,L
2018,Fairfield CH,QF,Fanselow,1.87,5.54,23.9,2.0,20.0%,90.0%,0.0%,68.8%,50.0%,65.0%,W
2018,Fairfield CH,R16,Aragone,0.9,1.51,54.6,2.0,0.0%,81.3%,3.2%,64.5%,51.0%,39.1%,W
2018,Stockton CH,R16,Eubanks,0.89,0.73,62.2,2.2,11.4%,65.7%,3.2%,54.8%,36.8%,27.8%,L
2018,Stockton CH,R32,Choinski,1.4,4.59,26.6,2.0,20.0%,80.0%,5.6%,88.9%,44.4%,60.0%,W
2018,Szczecin CH,R32,Barrios Vera,0.82,0.82,63.5,3.1,4.7%,62.8%,7.9%,60.5%,38.8%,37.5%,L
2018,Sevilla CH,R32,Pavlasek,1.16,2.22,39.5,2.1,3.6%,82.1%,4.2%,79.2%,33.3%,40.7%,W
2018,US Open,R128,Pella,0.9,0.5,27.4,2.1,11.5%,67.3%,2.2%,43.5%,23.1%,25.7%,L
2018,Pullach CH,R32,Puetz,1.01,0.79,81.1,2.6,5.8%,61.5%,2.0%,66.0%,33.3%,22.5%,L
2018,Sopot CH,R32,Smirnov,0.87,0.78,53.1,2.0,4.7%,48.8%,5.0%,62.5%,42.5%,37.1%,L
2018,Hamburg,R32,Schwartzman,0.83,0.8,51.2,3.1,2.2%,65.2%,11.9%,50.0%,48.8%,31.7%,L
2018,Bastad,QF,Gasquet,0.91,0.66,52.8,3.0,2.9%,55.9%,9.4%,65.6%,33.3%,23.3%,L
2018,Bastad,R16,Ferrer,1.22,1.7,35.4,3.5,6.5%,61.3%,10.3%,65.5%,51.7%,50.0%,W
2018,Bastad,R32,Munar,0.98,1.26,65.0,6.3,15.7%,74.5%,6.1%,59.2%,39.3%,45.8%,W
2018,Braunschweig CH,R32,Carballes Baena,0.89,0.85,83.0,3.7,1.9%,53.8%,6.8%,59.1%,42.9%,40.7%,L
2018,Poprad Tatry CH,R16,Gutierrez Ferrol,0.78,0.55,39.4,2.0,0.0%,48.1%,0.0%,40.0%,34.6%,44.0%,L
2018,Caltanissetta CH,R32,Donati,0.97,0.85,73.3,3.8,6.3%,58.3%,4.7%,55.8%,24.5%,51.1%,L
2018,Roland Garros,R64,Ramos,0.88,0.58,24.2,2.1,0.0%,56.9%,2.0%,51.0%,31.0%,29.7%,L
2018,Roland Garros,R128,Thompson,1.1,1.23,43.8,2.4,5.8%,60.9%,10.9%,59.4%,44.1%,44.6%,W
2018,Heilbronn CH,R32,Brown,0.92,0.73,65.4,2.4,9.6%,65.4%,4.4%,66.7%,28.9%,24.4%,L
2018,Braga CH,F,Sousa,0.96,0.77,67.0,4.7,5.4%,48.6%,3.2%,54.8%,38.5%,40.0%,L
2018,Braga CH,SF,De Minaur,1.19,2.1,36.6,2.2,0.0%,66.7%,0.0%,83.3%,50.0%,39.1%,W
2018,Braga CH,QF,Hanfmann,1.33,2.55,34.0,2.0,4.2%,83.3%,0.0%,65.0%,58.3%,35.0%,W
2018,Braga CH,R16,Novak,1.26,1.57,47.8,2.0,6.1%,60.6%,6.7%,46.7%,65.6%,48.3%,W
2018,Braga CH,R32,Furness,1.01,1.3,53.8,3.4,8.3%,69.4%,0.0%,50.0%,57.6%,44.8%,W
2018,Munich,R16,Bautista Agut,0.85,0.42,39.4,2.2,8.8%,52.9%,6.5%,67.7%,26.9%,12.5%,L
2018,Munich,R32,Copil,1.2,1.55,49.2,2.2,5.9%,73.5%,7.1%,75.0%,21.2%,46.7%,W
2018,Francavilla Al Mare CH,F,Quinzi,1.0,0.46,32.8,2.1,3.2%,51.6%,0.0%,50.0%,30.0%,15.0%,L
2018,Francavilla Al Mare CH,SF,Hoang,1.08,1.33,56.7,2.4,0.0%,59.0%,2.6%,64.1%,40.5%,54.3%,W
2018,Francavilla Al Mare CH,R16,Auger Aliassime,1.0,1.62,47.9,2.8,13.3%,73.3%,3.7%,59.3%,53.6%,54.2%,W
2018,Francavilla Al Mare CH,R32,De Greef,1.12,1.31,47.3,2.2,0.0%,65.9%,2.8%,55.6%,53.7%,36.1%,W
2018,Tunis CH,R32,Janvier,0.82,0.59,39.5,2.0,0.0%,50.0%,5.9%,67.6%,34.4%,25.0%,L
2018,Buenos Aires,Q2,Cecchinato,0.92,0.66,46.8,2.8,0.0%,61.8%,3.3%,53.3%,25.7%,35.5%,L
2018,Buenos Aires,Q1,Domingues,1.06,1.85,39.0,2.7,0.0%,69.6%,0.0%,70.0%,53.8%,52.0%,W
2018,Quito,R16,Monfils,0.89,0.79,61.5,2.5,2.1%,66.7%,2.3%,58.1%,29.5%,37.5%,L
2018,Quito,R32,Berlocq,1.08,1.68,51.5,2.2,13.3%,70.0%,0.0%,69.2%,58.1%,35.7%,W
2018,Australian Open,R64,Schwartzman,0.82,0.57,24.9,2.1,12.2%,53.1%,6.4%,53.2%,32.6%,32.4%,L
2018,Australian Open,R128,Halys,1.11,1.04,72.7,12.5,5.2%,67.0%,2.7%,61.8%,31.1%,35.9%,W
2018,Auckland,R32,Haase,0.68,0.87,63.8,8.5,14.0%,62.8%,16.2%,83.8%,26.1%,44.2%,L
2018,Auckland,Q2,Sandgren,1.06,1.27,75.5,4.9,5.6%,81.5%,6.1%,75.5%,15.5%,37.3%,W
2018,Auckland,Q1,Robert,1.06,1.12,93.3,4.2,6.6%,62.3%,7.1%,64.3%,42.4%,34.5%,W
2018,Noumea CH,QF,Sakharov,0.77,0.81,66.1,2.6,3.0%,63.6%,3.1%,68.8%,34.1%,37.5%,L
2018,Noumea CH,R16,Blancaneaux,1.01,1.81,44.5,2.1,11.1%,74.1%,9.1%,72.7%,42.4%,53.1%,W
2018,Noumea CH,R32,Caruso,1.27,1.29,56.8,2.4,10.3%,56.4%,5.3%,57.9%,38.9%,48.5%,W
2017,Montevideo CH,R32,Coria,0.79,0.59,36.3,2.1,0.0%,41.4%,0.0%,55.6%,31.0%,46.4%,L
2017,Guayaquil CH,R16,Bagnis,1.0,0.56,39.0,2.2,0.0%,41.7%,0.0%,43.5%,40.0%,24.0%,L
2017,Guayaquil CH,R32,Gonzalez,1.13,2.01,52.8,2.1,17.2%,82.8%,4.0%,72.0%,40.0%,39.4%,W
2017,Lima CH,R32,Hernandez,0.9,0.78,55.2,2.3,2.8%,41.7%,0.0%,42.4%,48.4%,51.7%,L
2017,Stockholm,Q1,Bolelli,0.92,0.61,54.9,2.6,8.8%,58.8%,6.3%,62.5%,18.2%,35.7%,L
2017,Rome CH,R32,Klizan,0.91,0.64,48.5,2.1,5.9%,58.8%,2.9%,55.9%,36.7%,22.2%,L
2017,Sibiu CH,QF,Marterer,0.99,0.66,54.7,2.5,0.0%,59.0%,2.9%,68.6%,26.5%,21.9%,L
2017,Sibiu CH,R16,Carballes Baena,1.09,1.28,61.3,2.9,0.0%,62.8%,2.5%,62.5%,41.5%,46.2%,W
2017,Szczecin CH,R32,Zopp,0.86,0.86,69.3,2.7,4.3%,63.0%,4.7%,65.1%,47.2%,24.5%,L
2017,Santo Domingo CH,QF,Estrella,0.87,0.59,37.4,2.3,8.8%,41.2%,9.1%,63.6%,33.3%,30.8%,L
2017,Santo Domingo CH,R16,Uchida,1.21,2.3,39.4,2.0,15.4%,88.5%,0.0%,63.6%,44.4%,42.3%,W
2017,Santo Domingo CH,R32,Cid,0.99,1.26,64.6,2.6,3.7%,70.4%,8.2%,69.4%,34.7%,42.2%,W
2017,Aptos CH,R32,Halys,0.99,0.71,60.8,2.3,0.0%,62.8%,2.5%,62.5%,28.9%,24.2%,L
2017,Hamburg,Q1,Molleker,0.78,0.8,60.8,4.0,7.7%,61.5%,11.4%,68.6%,37.2%,35.0%,L
2017,Poznan CH,R16,Kolar,0.91,0.78,62.6,2.5,7.1%,64.3%,5.3%,52.6%,43.2%,26.8%,L
2017,Bastad CH,R32,Mayer,0.94,0.8,65.4,17.2,3.4%,62.1%,9.4%,66.0%,31.1%,30.0%,L
2017,Marburg CH,R16,Hanfmann,0.88,0.4,40.5,2.3,3.0%,66.7%,6.5%,64.5%,26.7%,3.7%,L
2017,Marburg CH,R32,Puetz,0.76,1.66,53.6,3.0,2.6%,76.3%,8.8%,82.4%,41.2%,50.0%,W
2017,Blois CH,QF,Hemery,0.97,0.49,44.2,2.2,0.0%,50.0%,6.7%,70.0%,21.4%,19.2%,L
2017,Blois CH,R16,Eysseric,0.91,1.19,59.6,4.1,0.0%,66.7%,3.1%,53.1%,46.7%,57.5%,W
2017,Blois CH,R32,Coppejans,1.27,1.51,44.6,3.6,11.8%,52.9%,21.2%,81.8%,32.3%,46.4%,W
2017,Lyon CH,QF,Auger Aliassime,0.97,0.81,59.2,2.4,8.5%,69.5%,1.9%,56.6%,23.1%,39.5%,L
2017,Lyon CH,R16,Satral,1.14,2.24,33.4,2.3,11.5%,76.9%,7.7%,76.9%,42.9%,48.0%,W
2017,Lyon CH,R32,Giustino,1.22,1.82,36.6,2.5,17.2%,72.4%,0.0%,60.7%,51.7%,48.1%,W
2017,Roland Garros,Q2,Janvier,0.86,0.72,56.2,2.8,2.6%,64.1%,6.1%,60.6%,39.5%,22.2%,L
2017,Heilbronn CH,QF,Gombos,0.91,0.69,48.2,2.1,2.7%,51.4%,0.0%,69.7%,29.4%,31.3%,L
2017,Heilbronn CH,R16,Basic,0.99,1.18,77.2,2.5,1.6%,59.0%,1.9%,66.0%,43.1%,46.7%,W
2017,Heilbronn CH,R32,Ilhan,1.09,1.61,40.9,2.7,8.6%,80.0%,3.1%,62.5%,48.6%,34.4%,W
2017,Munich,R32,Kohlschreiber,1.09,0.62,52.5,3.1,2.9%,45.7%,9.7%,64.5%,34.6%,16.7%,L
2017,Barcelona,R32,Ramos,0.99,0.71,52.5,3.4,2.3%,67.4%,5.0%,50.0%,27.3%,32.1%,L
2017,Barcelona,R64,Albot,1.2,1.94,31.0,2.0,3.8%,69.2%,9.5%,66.7%,56.7%,46.4%,W
2017,Barcelona,Q2,Masur,1.04,1.73,40.5,2.1,18.5%,81.5%,7.7%,46.2%,73.1%,46.2%,W
2017,Barcelona,Q1,Roca Batalla,1.02,1.7,45.2,2.9,3.6%,71.4%,0.0%,70.8%,40.0%,57.7%,W
2017,Monte Carlo,R64,Struff,0.98,0.72,58.0,2.8,6.3%,59.4%,0.0%,53.3%,44.8%,18.5%,L
2017,Davis Cup,RR,Hess Olesen,0.97,1.32,47.3,2.4,3.1%,67.2%,1.8%,67.9%,45.2%,43.0%,W
2017,Davis Cup,RR,Nielsen,0.82,0.55,25.8,2.4,4.4%,46.7%,0.0%,61.0%,37.5%,23.5%,L
2017,Miami,R128,Lu,0.95,0.4,35.7,2.1,6.3%,43.8%,6.3%,53.1%,27.3%,15.8%,L
2017,Santiago CH,R16,Souza,1.0,0.77,78.4,5.1,3.5%,63.2%,7.4%,64.8%,30.2%,25.5%,L
2017,Santiago CH,R32,Soto,1.32,2.47,36.2,2.1,7.1%,71.4%,12.5%,70.8%,55.0%,52.9%,W
2017,Sao Paulo,R16,Delbonis,0.97,0.55,43.1,2.7,0.0%,57.6%,3.3%,63.3%,30.0%,14.3%,L
2017,Sao Paulo,R32,Santillan,1.16,1.52,49.9,2.0,3.2%,77.4%,3.2%,67.7%,37.5%,34.5%,W
2017,Rio de Janeiro,SF,Carreno Busta,1.01,0.87,61.3,18.9,2.0%,56.0%,4.1%,49.0%,47.5%,34.2%,L
2017,Rio de Janeiro,QF,Monteiro,1.37,2.39,37.4,2.1,13.3%,76.7%,11.5%,84.6%,27.8%,41.9%,W
2017,Rio de Janeiro,R16,Carballes Baena,1.09,1.2,67.5,10.2,10.2%,64.4%,7.7%,73.1%,29.5%,40.4%,W
2017,Rio de Janeiro,R32,Dutra Silva,1.41,1.62,42.1,2.1,9.1%,78.8%,3.3%,56.7%,36.7%,36.7%,W
2017,Budapest CH,SF,Fucsovics,0.98,0.29,24.3,2.0,0.0%,21.7%,0.0%,42.1%,11.1%,31.3%,L
2017,Budapest CH,QF,Vatutin,1.1,1.15,80.8,21.1,4.3%,68.1%,7.3%,58.5%,36.7%,39.5%,W
2017,Budapest CH,R16,Basic,1.18,1.21,66.5,3.1,6.8%,56.8%,14.6%,73.2%,31.9%,40.9%,W
2017,Budapest CH,R32,Lee,0.95,1.23,57.3,2.8,9.7%,71.0%,3.3%,46.7%,57.1%,48.4%,W
2017,Australian Open,Q3,Opelka,0.92,0.34,44.3,2.0,5.4%,73.0%,0.0%,57.6%,10.3%,15.4%,L
2017,Australian Open,Q2,Eysseric,1.32,1.35,47.6,2.2,6.8%,70.5%,2.6%,68.4%,28.9%,33.3%,W
2017,Chennai,R32,Olivo,0.84,0.56,45.3,2.2,2.9%,68.6%,0.0%,55.9%,32.3%,17.2%,L
2016,Norway F3,SF,Miedler,1.17,1.39,56.0,2.2,7.9%,55.3%,2.8%,80.6%,39.4%,37.5%,W
2016,Lima CH,R16,Andreozzi,1.04,0.83,58.1,2.1,3.8%,52.8%,2.0%,51.0%,40.0%,36.6%,L
2016,Lima CH,R32,Londero,1.22,2.39,33.3,2.1,16.7%,66.7%,9.1%,81.8%,45.8%,56.5%,W
2016,Santiago CH,QF,Gonzalez,0.99,0.79,51.6,6.2,5.1%,57.6%,1.8%,57.9%,34.0%,33.3%,L
2016,Santiago CH,R16,Linzer,1.22,1.57,49.2,2.1,6.5%,67.7%,6.7%,76.7%,37.9%,33.3%,W
2016,Buenos Aires CH,R32,Collarini,0.92,0.69,51.5,4.4,2.1%,54.2%,2.4%,63.4%,27.8%,35.3%,L
2016,Mohammedia CH,R16,Melzer,0.74,0.34,24.4,2.5,0.0%,36.0%,0.0%,34.8%,33.3%,26.3%,L
2016,Mohammedia CH,R32,Otte,1.28,2.39,30.6,2.1,0.0%,70.8%,0.0%,70.8%,45.8%,63.6%,W
2016,Chengdu,R32,Troicki,0.95,0.72,48.7,2.0,0.0%,72.7%,19.2%,65.4%,22.9%,23.5%,L
2016,Szczecin CH,R16,Cecchinato,1.04,0.71,52.6,6.0,2.3%,53.5%,0.0%,61.1%,28.2%,30.6%,L
2016,Szczecin CH,R32,Eremin,1.35,1.58,39.2,2.2,2.7%,64.9%,2.9%,73.5%,35.5%,37.0%,W
2016,Seville CH,F,Daniel,1.56,1.74,43.6,2.3,9.4%,53.1%,3.3%,63.3%,48.0%,45.8%,W
2016,Seville CH,SF,Cachin,1.06,1.4,49.3,4.4,2.5%,77.5%,2.7%,59.5%,52.5%,28.9%,W
2016,Seville CH,QF,Cervantes Huegun,0.99,1.34,62.6,4.0,5.1%,71.8%,0.0%,69.4%,34.0%,46.3%,W
2016,Seville CH,R16,Martin,1.22,1.57,38.3,2.4,2.5%,55.0%,2.6%,68.4%,39.4%,59.4%,W
2016,Seville CH,R32,Perez Sanz,1.19,1.16,69.2,5.1,3.6%,78.2%,3.8%,62.3%,25.5%,32.6%,W
2016,Finland F1,F,Torpegaard,0.95,1.28,53.5,2.2,5.4%,64.9%,0.0%,59.4%,42.9%,59.0%,W
2016,Finland F1,SF,Mridha,1.01,1.26,56.8,2.0,1.9%,64.2%,0.0%,72.9%,35.1%,43.6%,W
2016,Finland F1,QF,Kwiatkowski,0.92,1.25,50.4,4.0,0.0%,62.2%,2.9%,65.7%,50.0%,48.8%,W
2016,Belgium F7,SF,Ehrat,0.87,0.68,47.6,2.2,0.0%,61.1%,0.0%,60.0%,27.8%,34.4%,L
2016,Belgium F7,QF,Geerts,1.08,1.18,77.2,43.0,1.8%,55.4%,0.0%,66.7%,46.3%,39.6%,W
2016,Belgium F7,R16,Sichez,1.1,1.71,41.8,2.0,0.0%,62.1%,0.0%,71.4%,45.2%,58.6%,W
2016,Belgium F6,F,Altmaier,1.0,0.8,74.3,4.1,0.0%,63.0%,0.0%,60.0%,32.0%,28.9%,L
2016,Belgium F6,SF,Vliegen,1.3,1.38,47.7,2.1,4.3%,76.1%,0.0%,64.3%,31.6%,31.4%,W
2016,Belgium F6,R16,Sels,1.27,1.87,38.2,2.1,3.4%,65.5%,0.0%,77.8%,57.5%,26.3%,W
2016,Italy F10,F,Tsitsipas,1.01,0.85,75.5,3.0,1.6%,67.2%,0.0%,50.9%,34.9%,33.9%,L
2016,Italy F10,R16,Bahamonde,0.97,1.08,77.3,12.2,2.2%,47.8%,0.0%,45.0%,58.5%,61.1%,W
2016,Italy F9,SF,Crepaldi,1.16,0.64,57.1,2.1,7.0%,65.1%,2.5%,50.0%,28.1%,17.9%,L
2016,Italy F9,R32,Agamenone,1.08,1.26,63.0,3.0,0.0%,61.9%,0.0%,56.1%,55.6%,39.4%,W
2016,USA F10,F,Mmoh,1.1,0.75,64.3,3.1,3.4%,62.1%,0.0%,52.6%,34.0%,23.8%,L
2016,USA F10,SF,Nevolo,1.0,1.48,82.5,3.1,2.0%,76.5%,2.1%,72.3%,34.3%,41.3%,W
2016,USA F10,QF,Santiago,1.25,1.56,54.0,2.3,9.1%,63.6%,6.9%,72.4%,51.7%,26.9%,W
2016,USA F10,R32,Spencer,1.06,1.32,65.2,2.2,10.3%,69.2%,0.0%,69.4%,36.4%,40.0%,W
2016,Spain F4,R32,Antonescu,1.62,1.85,34.9,2.2,8.3%,72.2%,0.0%,54.3%,36.0%,47.8%,W
2016,Spain F3,QF,Vilella Martinez,1.03,1.08,80.2,2.9,1.7%,56.7%,1.9%,58.5%,49.2%,39.7%,W
2016,Spain F3,R32,Giraldi Requena,0.9,1.37,42.8,2.0,0.0%,71.4%,0.0%,50.0%,60.6%,58.1%,W
2016,Spain F1,R32,Granollers,0.85,0.85,72.5,14.6,2.0%,59.2%,0.0%,50.0%,46.3%,44.0%,L
2015,Norway F3,R16,Vliegen,0.91,0.34,32.3,2.0,3.2%,67.7%,0.0%,29.0%,13.6%,26.3%,L
2015,Norway F3,R32,Nejedly,1.24,1.65,40.4,2.1,3.1%,68.8%,3.6%,60.7%,51.5%,40.7%,W
2015,Norway F2,R32,Gille,0.88,0.91,92.7,8.6,0.0%,72.1%,1.6%,65.6%,27.9%,36.7%,L
2015,Norway F1,QF,Ejupovic,1.06,0.73,70.3,5.4,0.0%,64.3%,1.9%,60.4%,21.7%,30.2%,L
2015,Sweden F5,QF,Ymer,0.93,0.8,66.2,5.6,2.2%,65.2%,2.4%,61.0%,20.0%,45.0%,L
2015,Sweden F5,R16,Rice,1.26,1.54,51.0,2.9,2.9%,58.8%,3.1%,68.8%,44.8%,44.0%,W
2015,Sweden F5,R32,Bjerke,1.01,1.77,50.8,2.6,6.7%,70.0%,7.7%,80.8%,32.4%,55.9%,W
2015,Finland F1,QF,Griekspoor,0.97,0.58,33.3,2.1,3.6%,42.9%,0.0%,40.0%,31.8%,38.1%,L
2015,Finland F1,R16,Griekspoor,1.06,1.25,60.3,2.9,0.0%,64.7%,2.3%,62.8%,46.9%,37.8%,W
2015,Finland F1,R32,Vasa,1.15,2.01,33.4,2.2,4.3%,60.9%,0.0%,61.9%,57.1%,78.9%,W
