Match,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%.1,RiP W%.1,SvImpact.1,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%.2,RiP W%.2,2ndAgg,W_or_L,Rival
2022 Halle R32,33.3%,41.7%,60.0%,41.7%,39.5%,48.8%,65.4%,51.2%,66.7%,36.4%,0.0%,25.0%,33.3%,44.4%,76,W,Goffin
2022 s Hertogenbosch F,30.2%,34.0%,29.4%,32.1%,37.5%,43.8%,30.0%,40.6%,54.5%,38.1%,40.0%,22.2%,22.2%,28.6%,91,L,Van Rijthoven
2022 s Hertogenbosch R16,33.3%,48.7%,57.1%,42.8%,42.0%,62.0%,62.1%,56.8%,46.2%,37.5%,50.0%,20.0%,28.0%,50.0%,78,W,Simon
2022 Roland Garros R16,33.3%,41.3%,40.0%,37.5%,37.0%,47.8%,41.4%,43.7%,25.0%,45.5%,75.0%,33.3%,37.5%,37.5%,182,L,Cilic
2022 Roland Garros R32,25.3%,39.2%,66.1%,34.2%,32.1%,46.4%,65.8%,44.6%,65.4%,73.3%,100.0%,10.0%,25.0%,66.7%,-22,W,Kecmanovic
2022 Roland Garros R64,22.5%,31.4%,51.4%,28.7%,28.2%,40.8%,54.9%,37.0%,40.5%,52.9%,25.0%,11.5%,11.5%,43.5%,-12,W,Djere
2022 Miami QF,19.1%,30.9%,55.1%,26.0%,16.3%,32.7%,63.4%,29.4%,42.9%,35.7%,57.1%,26.3%,34.2%,42.9%,126,L,Hurkacz
2022 Miami R16,31.0%,46.6%,63.9%,40.2%,37.5%,55.0%,76.0%,50.8%,45.0%,55.0%,100.0%,21.4%,35.7%,36.4%,65,W,Brooksby
2022 Miami R64,24.0%,40.0%,72.2%,35.6%,31.3%,56.3%,77.3%,49.4%,43.8%,62.5%,-,12.5%,12.5%,64.3%,4,W,Murray
2022 Indian Wells R32,27.4%,33.3%,45.5%,31.1%,40.5%,52.4%,40.0%,47.9%,63.6%,10.0%,0.0%,16.7%,16.7%,50.0%,39,L,Monfils
2022 Acapulco SF,29.7%,42.2%,42.1%,34.7%,45.0%,55.0%,50.0%,53.0%,56.0%,66.7%,100.0%,5.9%,29.4%,31.3%,-72,L,Nadal
2022 Acapulco QF,33.3%,37.5%,36.7%,37.9%,50.0%,56.3%,37.5%,56.9%,61.5%,42.1%,50.0%,0.0%,0.0%,35.7%,-118,W,Nishioka
2022 Acapulco R16,28.3%,45.7%,67.7%,37.4%,40.0%,64.0%,80.0%,56.8%,40.0%,60.0%,100.0%,15.8%,26.3%,56.3%,39,W,Andujar
2022 Acapulco R32,26.6%,32.8%,63.2%,29.7%,37.8%,48.6%,60.9%,43.2%,58.8%,45.0%,66.7%,16.7%,16.7%,66.7%,4,W,Paire
2022 Australian Open F,24.2%,35.2%,51.1%,32.1%,31.5%,45.7%,56.3%,42.8%,58.1%,40.0%,38.5%,8.0%,12.0%,41.3%,-38,L,Nadal
2022 Australian Open SF,45.0%,56.0%,72.5%,50.3%,57.7%,67.6%,66.7%,65.2%,37.1%,44.4%,50.0%,16.0%,32.0%,81.0%,34,W,Tsitsipas
2022 Australian Open QF,29.1%,37.2%,56.2%,35.5%,36.5%,46.8%,60.0%,46.4%,51.7%,36.8%,60.0%,18.0%,23.0%,50.0%,55,W,Auger Aliassime
2022 Australian Open R16,38.8%,48.1%,68.5%,43.2%,41.7%,52.4%,73.5%,48.5%,59.0%,31.1%,0.0%,38.5%,46.2%,58.3%,123,W,Cressy
2022 Australian Open R32,39.5%,45.3%,60.9%,43.8%,47.4%,56.1%,66.7%,53.9%,44.4%,33.3%,0.0%,30.4%,30.4%,50.0%,147,W,Van De Zandschulp
2022 Australian Open R64,41.2%,54.6%,57.1%,46.1%,56.4%,65.4%,61.8%,64.0%,33.3%,42.9%,75.0%,14.7%,41.2%,51.7%,23,W,Kyrgios
2022 Australian Open R128,43.5%,46.7%,53.1%,46.5%,51.6%,54.8%,56.7%,56.1%,42.9%,50.0%,66.7%,28.6%,32.1%,50.0%,67,W,Laaksonen
2022 Atp Cup RR,30.8%,42.9%,66.1%,38.4%,37.3%,52.5%,67.6%,49.0%,43.5%,52.8%,100.0%,19.4%,25.8%,64.0%,-32,W,Berrettini
2021 Tour Finals F,31.0%,36.2%,52.6%,36.9%,41.2%,47.1%,55.0%,51.2%,58.8%,41.2%,100.0%,18.2%,22.7%,50.0%,47,L,Zverev
2021 Tour Finals SF,25.5%,34.0%,75.8%,32.6%,25.0%,35.7%,76.2%,36.8%,38.5%,40.0%,-,29.4%,35.3%,75.0%,80,W,Ruud
2021 Tour Finals RR,42.7%,53.9%,62.0%,49.3%,50.8%,61.5%,65.6%,59.8%,42.9%,45.9%,-,21.7%,34.8%,55.6%,-16,W,Hurkacz
2021 Tour Finals RR,45.1%,52.9%,52.9%,52.1%,54.2%,63.9%,48.5%,64.0%,38.7%,61.0%,66.7%,28.0%,32.0%,61.1%,138,W,Sinner
2021 Tour Finals RR,30.8%,43.0%,61.6%,39.3%,40.8%,55.3%,64.4%,52.8%,69.7%,41.9%,0.0%,6.7%,13.3%,57.1%,-47,W,Zverev
2021 Paris F,22.7%,29.5%,43.1%,26.9%,28.8%,38.5%,40.5%,36.0%,50.0%,57.7%,100.0%,15.2%,18.2%,46.4%,35,L,Djokovic
2021 Paris SF,19.6%,31.4%,65.9%,26.7%,31.0%,51.7%,70.0%,43.4%,26.7%,42.9%,100.0%,4.5%,4.5%,61.9%,-79,W,Zverev
2021 Indian Wells R16,18.5%,27.2%,46.7%,24.4%,29.5%,43.2%,51.6%,40.5%,43.8%,35.7%,0.0%,6.5%,9.7%,41.4%,-59,L,Dimitrov
2021 US Open F,36.7%,47.8%,64.6%,41.2%,51.9%,65.4%,60.0%,59.8%,34.6%,38.5%,0.0%,20.7%,31.0%,69.6%,56,W,Djokovic
2021 US Open SF,38.4%,53.5%,59.2%,46.2%,49.2%,67.8%,63.3%,60.5%,29.6%,59.4%,0.0%,17.4%,26.1%,52.6%,45,W,Auger Aliassime
2021 US Open QF,40.4%,48.5%,56.9%,45.8%,50.8%,61.5%,65.6%,58.9%,58.8%,45.2%,66.7%,21.2%,24.2%,46.2%,-35,W,Van De Zandschulp
2021 US Open R16,43.6%,52.6%,57.1%,50.0%,55.4%,62.5%,64.0%,64.3%,25.9%,41.4%,0.0%,15.0%,30.0%,47.1%,32,W,Evans
2021 US Open R32,32.4%,46.5%,53.2%,38.9%,39.5%,58.1%,57.7%,50.2%,42.9%,31.8%,33.3%,22.2%,29.6%,47.6%,-25,W,Andujar
2021 US Open R128,45.6%,55.9%,69.7%,51.9%,56.1%,68.3%,72.2%,66.6%,25.0%,42.9%,0.0%,34.8%,43.5%,66.7%,145,W,Gasquet
2021 Cincinnati SF,27.0%,37.0%,44.3%,31.6%,35.2%,50.0%,48.6%,43.7%,40.0%,48.3%,60.0%,18.6%,23.3%,40.0%,20,L,Rublev
2021 Cincinnati QF,44.1%,55.9%,76.5%,52.4%,53.8%,61.5%,83.3%,64.6%,70.0%,37.5%,-,16.7%,50.0%,60.0%,19,W,Carreno Busta
2021 Canada F,44.2%,48.1%,66.7%,48.5%,50.0%,57.7%,76.9%,58.5%,46.2%,23.1%,0.0%,47.6%,47.6%,54.5%,212,W,Opelka
2021 Canada SF,56.1%,65.9%,73.3%,62.4%,63.3%,76.7%,72.7%,72.0%,37.5%,28.6%,0.0%,50.0%,50.0%,75.0%,282,W,Isner
2021 Canada QF,39.1%,47.0%,53.8%,43.4%,51.3%,57.9%,56.8%,57.8%,40.0%,28.3%,60.0%,17.6%,29.4%,50.0%,51,W,Hurkacz
2021 Tokyo Olympics QF,19.4%,33.9%,55.1%,26.8%,29.4%,52.9%,70.8%,42.9%,83.3%,43.8%,100.0%,7.4%,11.1%,40.0%,-39,L,Carreno Busta
2021 Tokyo Olympics R64,33.3%,45.3%,57.1%,40.5%,47.6%,61.9%,59.1%,60.5%,31.3%,46.2%,100.0%,15.6%,25.0%,55.6%,-33,W,Bublik
2021 Wimbledon R16,32.1%,44.3%,58.8%,38.6%,49.3%,65.3%,63.2%,61.3%,27.5%,45.7%,50.0%,16.0%,26.0%,54.8%,7,L,Hurkacz
2021 Wimbledon R64,40.6%,53.1%,62.9%,49.7%,50.0%,70.0%,90.0%,64.5%,44.4%,45.5%,-,28.6%,28.6%,26.7%,110,W,Alcaraz
2021 Mallorca F,57.8%,68.9%,52.6%,64.9%,65.5%,79.3%,70.0%,76.6%,38.5%,56.3%,-,43.8%,50.0%,33.3%,-79,W,Querrey
2021 Roland Garros QF,20.6%,29.9%,49.4%,27.6%,25.0%,37.5%,46.3%,35.4%,66.7%,57.1%,66.7%,11.4%,14.3%,54.8%,-79,L,Tsitsipas
2021 Miami R16,31.7%,43.3%,63.2%,36.8%,47.4%,60.5%,60.0%,55.5%,42.1%,36.8%,50.0%,5.3%,15.8%,66.7%,-68,W,Tiafoe
2021 Marseille F,42.9%,51.0%,50.0%,47.2%,56.9%,64.6%,60.7%,63.5%,44.4%,42.1%,50.0%,16.1%,25.8%,38.5%,13,W,Herbert
2021 Marseille QF,36.0%,40.0%,65.5%,39.2%,41.7%,47.2%,66.7%,46.1%,66.7%,57.1%,0.0%,27.3%,27.3%,62.5%,118,W,Sinner
2021 Australian Open F,28.6%,39.0%,41.2%,33.9%,36.7%,51.0%,51.6%,45.1%,39.1%,42.3%,40.0%,16.7%,20.8%,25.0%,39,L,Djokovic
2021 Australian Open SF,46.3%,59.8%,54.8%,52.6%,58.9%,75.0%,69.6%,68.0%,50.0%,43.3%,0.0%,20.8%,29.2%,36.8%,37,W,Tsitsipas
2021 Australian Open QF,34.4%,42.2%,56.4%,37.2%,50.0%,58.9%,57.1%,54.5%,50.0%,34.6%,100.0%,10.0%,16.7%,55.6%,-21,W,Rublev
2021 Australian Open R16,42.3%,52.1%,53.8%,45.9%,54.3%,63.0%,52.4%,60.0%,53.3%,45.2%,0.0%,21.7%,34.8%,55.6%,42,W,Mcdonald
2021 Australian Open R32,33.8%,41.5%,50.0%,38.8%,43.7%,54.9%,60.0%,52.7%,40.0%,44.4%,0.0%,23.6%,27.3%,40.5%,24,W,Krajinovic
2021 Australian Open R64,31.6%,50.0%,63.3%,42.6%,40.8%,65.3%,75.9%,58.0%,48.0%,33.3%,0.0%,16.7%,25.0%,45.0%,45,W,Carballes Baena
2021 Australian Open R128,41.9%,48.6%,58.5%,46.9%,48.0%,58.0%,57.7%,55.4%,31.6%,29.0%,-,31.8%,31.8%,60.0%,47,W,Pospisil
2021 Atp Cup F,28.8%,36.5%,70.6%,35.4%,41.2%,47.1%,70.0%,51.2%,46.2%,57.1%,50.0%,6.7%,20.0%,71.4%,-57,W,Berrettini
2021 Atp Cup SF,27.1%,36.4%,56.9%,31.5%,45.6%,57.9%,67.7%,53.9%,48.0%,62.5%,50.0%,8.1%,16.2%,47.1%,-52,W,Zverev
2020 Tour Finals F,30.9%,45.5%,56.2%,36.5%,46.3%,61.2%,58.3%,55.5%,37.9%,47.4%,0.0%,7.5%,22.5%,54.1%,-41,W,Thiem
2020 Tour Finals SF,31.7%,43.9%,56.6%,39.6%,42.4%,54.2%,58.8%,53.4%,45.8%,57.1%,66.7%,5.0%,20.0%,52.6%,-70,W,Nadal
2020 Tour Finals RR,30.2%,38.1%,57.1%,36.3%,41.9%,48.8%,52.0%,50.9%,45.5%,61.9%,50.0%,5.6%,16.7%,64.7%,-63,W,Zverev
2020 Tour Finals RR,37.5%,42.9%,64.5%,40.2%,47.4%,55.3%,60.0%,51.3%,66.7%,39.1%,0.0%,21.4%,21.4%,72.7%,65,W,Djokovic
2020 Paris F,32.5%,47.0%,59.3%,37.6%,50.0%,62.5%,58.3%,58.8%,52.2%,40.0%,66.7%,9.1%,27.3%,60.0%,-24,W,Zverev
2020 Paris SF,31.4%,42.9%,64.4%,38.3%,41.2%,52.9%,66.7%,50.6%,22.7%,55.2%,33.3%,6.3%,18.8%,60.0%,-60,W,Raonic
2020 Paris QF,36.6%,46.3%,75.0%,44.6%,42.4%,51.5%,78.9%,52.4%,47.1%,31.3%,0.0%,16.7%,33.3%,60.0%,19,W,Schwartzman
2020 St Petersburg R16,45.1%,57.7%,64.9%,51.5%,54.5%,72.7%,80.0%,65.0%,56.5%,52.4%,50.0%,32.0%,36.0%,47.1%,33,L,Opelka
2020 Roland Garros R128,15.7%,21.7%,51.6%,21.5%,21.7%,29.0%,53.7%,31.4%,31.4%,47.1%,25.0%,7.1%,11.9%,48.7%,-46,L,Fucsovics
2020 US Open SF,25.2%,32.5%,51.1%,30.0%,39.7%,49.3%,59.1%,47.8%,44.8%,56.8%,100.0%,4.3%,8.7%,43.2%,-74,L,Thiem
2020 US Open QF,43.3%,60.8%,67.3%,50.2%,60.7%,80.4%,72.7%,72.7%,65.0%,63.9%,-,22.9%,40.0%,63.0%,40,W,Rublev
2020 US Open R16,35.0%,38.3%,55.3%,35.8%,48.4%,51.6%,43.8%,50.0%,50.0%,40.0%,-,21.4%,25.0%,63.6%,-27,W,Tiafoe
2020 US Open R32,36.4%,46.8%,50.0%,41.8%,43.9%,58.5%,60.9%,54.1%,57.9%,40.9%,50.0%,28.6%,34.3%,40.0%,-37,W,Wolf
2020 Marseille QF,7.5%,24.5%,40.8%,18.7%,6.7%,30.0%,46.4%,26.3%,73.3%,53.3%,33.3%,8.7%,17.4%,33.3%,-79,L,Simon
2020 Marseille R16,29.3%,36.2%,65.8%,34.1%,42.9%,50.0%,62.5%,52.9%,64.3%,50.0%,50.0%,18.5%,25.9%,68.2%,-25,W,Sinner
2020 Australian Open R16,26.6%,35.7%,52.4%,31.7%,34.3%,44.4%,50.8%,41.8%,60.9%,39.6%,16.7%,9.5%,16.7%,55.3%,-18,L,Wawrinka
2020 Australian Open R32,23.7%,28.9%,67.3%,29.5%,32.6%,41.9%,65.5%,42.8%,38.9%,48.0%,0.0%,13.3%,13.3%,69.2%,15,W,Popyrin
2020 Atp Cup SF,24.1%,34.3%,44.2%,27.5%,35.1%,43.9%,40.5%,41.6%,54.8%,42.3%,50.0%,13.0%,26.1%,47.5%,11,L,Djokovic
2020 Atp Cup QF,34.0%,45.6%,45.6%,42.7%,46.4%,63.8%,56.8%,59.4%,50.0%,40.5%,75.0%,8.8%,8.8%,32.3%,-79,W,Schwartzman
2019 Tour Finals RR,36.7%,45.0%,66.7%,44.0%,40.0%,50.0%,62.5%,51.0%,35.3%,52.2%,50.0%,33.3%,38.9%,75.0%,72,L,Zverev
2019 Tour Finals RR,23.4%,35.1%,55.9%,30.1%,32.1%,47.2%,58.3%,41.9%,42.9%,40.6%,33.3%,4.2%,8.3%,52.2%,-79,L,Tsitsipas
2019 Tour Finals RR,41.5%,51.9%,43.3%,44.3%,57.1%,66.7%,44.4%,61.9%,48.1%,52.8%,100.0%,19.5%,31.7%,42.4%,-9,L,Nadal
2019 Shanghai F,24.6%,40.4%,58.5%,31.6%,40.6%,65.6%,78.9%,53.1%,30.8%,63.2%,66.7%,4.3%,8.7%,40.9%,-74,W,Zverev
2019 Shanghai SF,31.3%,50.7%,68.9%,40.6%,36.4%,59.1%,75.0%,50.5%,64.7%,55.6%,100.0%,22.7%,36.4%,58.8%,-13,W,Tsitsipas
2019 Shanghai QF,41.7%,51.7%,72.7%,46.0%,54.3%,63.0%,81.0%,60.0%,33.3%,57.1%,-,0.0%,16.7%,58.3%,-118,W,Fognini
2019 Shanghai R32,48.8%,58.5%,63.2%,53.9%,48.4%,58.1%,56.3%,55.2%,57.1%,82.4%,-,62.5%,75.0%,100.0%,224,W,Norrie
2019 St. Petersburg F,42.5%,57.5%,65.2%,46.3%,52.2%,65.2%,54.5%,58.7%,45.5%,50.0%,-,29.4%,47.1%,75.0%,-79,W,Coric
2019 St. Petersburg SF,26.9%,35.9%,59.6%,32.3%,36.5%,48.1%,63.6%,44.6%,45.5%,43.3%,25.0%,9.5%,14.3%,52.6%,-33,W,Gerasimov
2019 St. Petersburg QF,39.1%,43.5%,37.8%,41.6%,51.2%,53.5%,38.1%,55.1%,66.7%,32.1%,33.3%,23.8%,33.3%,37.5%,93,W,Rublev
2019 St. Petersburg R16,41.5%,52.8%,58.6%,46.4%,59.4%,71.9%,46.2%,67.5%,50.0%,55.0%,0.0%,15.8%,26.3%,68.8%,39,W,Donskoy
2019 US Open F,18.7%,36.8%,53.5%,29.0%,22.9%,46.6%,53.8%,38.8%,50.0%,58.6%,66.7%,11.7%,20.0%,52.8%,2,L,Nadal
2019 US Open SF,29.9%,35.0%,48.6%,31.6%,47.3%,54.5%,51.7%,50.9%,29.6%,64.3%,100.0%,16.7%,20.4%,46.7%,42,W,Dimitrov
2019 US Open QF,37.2%,44.2%,54.3%,41.1%,46.8%,51.9%,46.3%,53.2%,51.4%,33.3%,25.0%,29.3%,41.5%,65.5%,136,W,Wawrinka
2019 US Open R32,41.9%,51.2%,65.7%,47.1%,57.5%,70.0%,61.8%,66.0%,57.1%,48.9%,50.0%,19.5%,24.4%,69.7%,61,W,Lopez
2019 US Open R64,32.2%,43.5%,50.0%,38.7%,44.3%,59.0%,58.8%,56.6%,60.7%,39.4%,60.0%,20.8%,29.2%,42.1%,86,W,Dellien
2019 Cincinnati F,47.4%,59.6%,58.6%,53.0%,62.5%,75.0%,75.0%,72.5%,38.5%,47.4%,100.0%,29.2%,41.7%,47.1%,-19,W,Goffin
2019 Cincinnati SF,38.3%,46.9%,50.0%,47.0%,47.3%,60.0%,58.6%,60.2%,45.8%,41.9%,50.0%,22.7%,22.7%,35.3%,93,W,Djokovic
2019 Cincinnati R32,45.1%,52.9%,61.5%,49.6%,48.3%,51.7%,53.3%,56.2%,64.3%,53.3%,-,45.0%,60.0%,72.7%,59,W,Paire
2019 Cincinnati R64,37.3%,51.0%,56.7%,41.2%,41.2%,52.9%,45.0%,47.1%,56.3%,44.4%,-,33.3%,53.3%,80.0%,99,W,Edmund
2019 Canada F,30.6%,40.8%,34.5%,35.9%,38.7%,51.6%,36.8%,47.1%,42.9%,64.7%,75.0%,23.1%,30.8%,30.0%,65,L,Nadal
2019 Canada SF,27.7%,43.1%,61.9%,35.7%,44.7%,65.8%,81.0%,58.4%,72.2%,70.0%,-,4.5%,13.6%,42.9%,-77,W,Khachanov
2019 Canada QF,33.3%,48.7%,79.2%,44.1%,43.5%,69.6%,92.3%,61.7%,71.4%,56.3%,-,21.4%,21.4%,63.6%,88,W,Thiem
2019 Washington F,37.7%,60.9%,70.7%,49.3%,44.2%,67.4%,79.2%,62.8%,61.1%,48.0%,-,29.2%,54.2%,58.8%,37,L,Kyrgios
2019 Washington SF,41.9%,51.2%,54.2%,49.3%,48.1%,63.0%,57.1%,60.0%,50.0%,33.3%,0.0%,33.3%,33.3%,50.0%,16,W,Gojowczyk
2019 Wimbledon R32,32.2%,36.8%,40.2%,34.0%,45.6%,50.5%,33.9%,48.6%,42.6%,44.6%,54.5%,15.0%,20.0%,47.1%,25,L,Goffin
2019 Wimbledon R128,41.8%,62.6%,70.8%,52.7%,50.8%,74.6%,79.3%,67.8%,52.2%,38.9%,-,29.6%,48.1%,57.9%,72,W,Lorenzi
2019 Queen's Club SF,29.8%,37.2%,47.6%,36.8%,41.1%,51.8%,51.5%,52.9%,51.6%,52.0%,0.0%,14.3%,17.1%,43.3%,27,L,Simon
2019 Queen's Club R32,41.8%,50.9%,54.8%,47.6%,45.9%,56.8%,60.0%,54.6%,33.3%,52.6%,66.7%,35.3%,41.2%,45.5%,5,W,Verdasco
2019 Rome R64,29.8%,39.3%,55.6%,35.0%,43.2%,52.3%,64.0%,53.2%,70.6%,33.3%,0.0%,17.1%,28.6%,48.3%,47,L,Kyrgios
2019 Barcelona F,6.1%,12.2%,39.5%,12.9%,7.7%,19.2%,29.2%,20.4%,42.9%,83.3%,100.0%,5.0%,5.0%,52.6%,-70,L,Thiem
2019 Barcelona SF,24.5%,34.0%,56.5%,31.0%,32.7%,41.8%,54.1%,43.8%,54.2%,38.7%,66.7%,13.5%,24.3%,59.4%,-1,W,Nishikori
2019 Barcelona QF,41.7%,48.3%,61.3%,43.3%,60.0%,68.0%,80.0%,64.0%,66.7%,69.2%,100.0%,32.3%,38.7%,52.4%,94,W,Jarry
2019 Monte Carlo SF,6.0%,9.0%,46.7%,8.5%,5.4%,8.1%,40.0%,10.0%,47.1%,70.0%,80.0%,7.4%,11.1%,56.0%,-45,L,Lajovic
2019 Monte Carlo QF,22.0%,32.9%,58.1%,26.3%,25.0%,38.6%,60.6%,33.2%,63.2%,60.0%,100.0%,19.4%,27.8%,55.2%,1,W,Djokovic
2019 Monte Carlo R16,19.7%,22.7%,56.0%,21.5%,40.0%,40.0%,66.7%,44.8%,54.5%,71.4%,100.0%,7.9%,13.2%,51.4%,-38,W,Tsitsipas
2019 Monte Carlo R64,35.0%,45.0%,68.2%,36.3%,50.0%,55.6%,66.7%,52.8%,50.0%,70.0%,-,27.8%,44.4%,69.2%,132,W,Sousa
2019 Miami R16,23.5%,39.2%,50.0%,32.7%,30.0%,53.3%,47.6%,45.7%,56.3%,57.1%,-,15.0%,20.0%,52.9%,-7,L,Federer
2019 Indian Wells R32,26.9%,34.6%,45.7%,31.9%,36.7%,50.0%,47.4%,45.3%,86.7%,73.3%,66.7%,15.8%,15.8%,43.8%,32,L,Krajinovic
2019 Rotterdam SF,17.8%,26.7%,45.1%,24.3%,26.4%,39.6%,56.4%,37.5%,69.0%,45.8%,33.3%,5.9%,8.8%,31.3%,-59,L,Monfils
2019 Rotterdam QF,32.7%,50.9%,59.5%,43.1%,42.4%,69.7%,68.4%,59.7%,53.8%,60.0%,50.0%,18.2%,22.7%,50.0%,-79,W,Tsonga
2019 Rotterdam R16,28.3%,35.0%,53.7%,30.8%,40.0%,50.0%,61.1%,45.0%,85.7%,25.0%,0.0%,17.9%,21.4%,47.8%,22,W,Verdasco
2019 Sofia F,28.8%,37.3%,48.8%,33.2%,43.3%,56.7%,47.1%,52.0%,40.0%,50.0%,0.0%,14.3%,17.9%,50.0%,-27,W,Fucsovics
2019 Sofia SF,23.7%,35.6%,54.5%,29.3%,35.5%,45.2%,50.0%,46.1%,47.1%,35.7%,33.3%,11.1%,25.9%,58.3%,-25,W,Monfils
2019 Australian Open R16,28.2%,33.8%,43.8%,33.1%,39.8%,48.4%,50.0%,47.3%,56.4%,55.6%,72.7%,7.0%,7.0%,35.0%,-51,L,Djokovic
2019 Australian Open R32,34.1%,47.1%,53.7%,41.3%,40.4%,59.6%,76.5%,51.1%,64.0%,68.8%,-,23.1%,23.1%,15.0%,29,W,Goffin
2019 Brisbane F,28.0%,35.0%,39.4%,30.5%,38.2%,47.3%,38.2%,42.7%,50.0%,72.0%,83.3%,17.9%,23.1%,40.6%,53,L,Nishikori
2019 Brisbane QF,40.0%,47.6%,50.8%,43.0%,50.0%,57.4%,41.2%,54.6%,45.7%,54.5%,66.7%,24.2%,33.3%,64.0%,47,W,Raonic
2019 Brisbane R16,46.3%,50.0%,55.6%,48.3%,60.0%,62.9%,50.0%,63.1%,22.2%,41.2%,-,23.5%,29.4%,61.5%,80,W,Murray
2018 Paris R32,34.4%,43.8%,45.9%,41.1%,45.9%,59.5%,60.0%,57.6%,52.9%,25.0%,0.0%,22.7%,27.3%,29.4%,86,L,Coric
2018 Moscow SF,31.3%,43.4%,50.0%,39.8%,38.5%,53.8%,56.3%,51.9%,79.2%,53.6%,50.0%,21.4%,28.6%,40.9%,67,L,Khachanov
2018 Moscow QF,43.9%,48.5%,45.2%,44.7%,67.6%,70.3%,58.3%,68.9%,47.1%,45.0%,66.7%,17.4%,26.1%,36.8%,34,W,Berankis
2018 Moscow R16,39.2%,47.1%,48.1%,44.3%,38.7%,51.6%,52.6%,47.1%,40.0%,43.8%,-,50.0%,50.0%,37.5%,224,W,Lajovic
2018 Shanghai R32,24.8%,33.7%,49.3%,30.1%,31.8%,40.9%,46.7%,40.0%,54.3%,54.8%,100.0%,12.5%,21.9%,53.6%,8,L,Federer
2018 Tokyo F,46.5%,55.8%,81.8%,50.0%,55.6%,66.7%,83.3%,61.1%,50.0%,54.5%,-,33.3%,40.0%,80.0%,16,W,Nishikori
2018 US Open R32,26.6%,30.9%,42.6%,28.9%,40.0%,44.4%,33.3%,44.9%,47.8%,54.5%,50.0%,17.1%,22.0%,50.0%,39,L,Coric
2018 Winston-Salem F,38.7%,41.9%,61.3%,43.2%,55.9%,61.8%,73.3%,64.1%,44.4%,81.3%,100.0%,23.8%,23.8%,50.0%,78,W,Johnson
2018 Canada R16,32.6%,37.0%,36.7%,37.4%,36.7%,43.3%,36.8%,44.0%,50.0%,64.3%,50.0%,26.7%,26.7%,36.4%,16,L,Zverev
2018 Monte Carlo R32,18.5%,24.7%,45.9%,23.1%,27.9%,39.5%,54.8%,36.5%,47.8%,60.0%,50.0%,9.1%,9.1%,36.7%,-31,L,Nishikori
2018 Miami R64,39.4%,44.2%,43.1%,43.0%,50.8%,58.5%,34.4%,56.5%,65.6%,39.4%,33.3%,23.5%,23.5%,53.8%,107,L,Zverev
2018 Sydney F,23.3%,31.4%,56.7%,28.0%,30.2%,43.4%,54.1%,37.9%,65.4%,18.5%,0.0%,14.8%,14.8%,60.9%,15,W,De Minaur
2017 Eastbourne SF,22.0%,35.6%,53.5%,29.2%,28.6%,45.7%,52.0%,40.6%,62.5%,26.3%,0.0%,14.3%,23.8%,55.6%,19,L,Djokovic
2017 Queen's Club QF,30.5%,36.8%,43.5%,34.4%,39.1%,46.9%,38.5%,44.8%,71.9%,37.5%,33.3%,14.8%,18.5%,52.2%,24,L,Dimitrov
2017 Marseille QF,42.2%,52.2%,37.5%,49.2%,51.6%,66.1%,46.7%,61.8%,57.6%,41.4%,66.7%,25.0%,25.0%,22.2%,89,L,Pouille
2017 Montpellier QF,27.6%,36.2%,48.7%,34.0%,30.8%,43.6%,44.4%,40.3%,77.8%,57.1%,100.0%,25.0%,25.0%,58.3%,113,L,Tsonga
2017 Chennai F,25.4%,39.7%,54.8%,31.0%,35.0%,52.5%,61.5%,43.8%,31.8%,33.3%,0.0%,11.1%,22.2%,43.8%,-13,L,Bautista Agut
2017 Chennai SF,25.0%,39.6%,55.7%,31.4%,28.8%,47.5%,59.5%,39.2%,59.3%,43.8%,75.0%,20.0%,28.6%,50.0%,3,W,Sela
2016 Orleans CH R16,21.1%,29.8%,57.5%,26.7%,31.0%,44.8%,55.0%,42.1%,84.6%,37.5%,50.0%,13.0%,17.4%,60.0%,9,W,Darcis
2016 Hamburg R16,25.8%,32.8%,50.5%,29.9%,35.8%,46.3%,55.8%,43.7%,80.6%,45.2%,0.0%,15.3%,18.6%,46.0%,-29,L,Gimeno Traver
2016 Ilkley CH R16,24.8%,44.8%,58.1%,37.3%,28.9%,52.6%,57.4%,46.3%,70.0%,45.7%,60.0%,16.7%,29.2%,60.0%,34,L,Harrison
2016 Kazan CH QF,34.3%,44.3%,60.5%,40.3%,45.9%,62.2%,65.0%,57.3%,66.7%,36.8%,0.0%,28.0%,32.0%,55.6%,115,W,Ivashka
